Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Team,Year
116,2021-08-12,boxscore,ARI,,SDP,W,12,3,,36-80,5,38.5,Smith,Darvish,,3:42,N,9086,.00,+,,ARI,2021
117,2021-08-13,boxscore,ARI,,SDP,W,3,2,,37-80,5,38.5,Clippard,Stammen,,3:06,N,12866,.00,++,,ARI,2021
118,2021-08-14,boxscore,ARI,,SDP,W,7,0,,38-80,5,37.5,Gilbert,Musgrove,,2:31,N,16716,.00,+++,,ARI,2021
119,2021-08-15,boxscore,ARI,,SDP,L,2,8,,38-81,5,38.5,Knehr,Gallen,,3:19,D,17722,.00,-,,ARI,2021
120,2021-08-17,boxscore,ARI,,PHI,W,3,2,,39-81,5,39.0,Aguilar,Gibson,Clippard,2:49,N,7796,.00,+,,ARI,2021
121,2021-08-18,boxscore,ARI,,PHI,W,4,2,,40-81,5,38.0,Castellanos,SuÃ¡rez,Clippard,2:57,N,7968,.00,++,,ARI,2021
122,2021-08-19,boxscore,ARI,,PHI,W,6,2,,41-81,5,37.5,Bumgarner,Wheeler,,2:48,D,7165,.00,+++,,ARI,2021
123,2021-08-20,boxscore,ARI,@,COL,L,4,9,,41-82,5,37.5,Stephenson,de Geus,,3:16,N,30243,.00,-,,ARI,2021
124,2021-08-21,boxscore,ARI,@,COL,L,2,5,,41-83,5,38.5,Bard,Wendelken,,3:04,N,32699,.00,--,,ARI,2021
125,2021-08-22,boxscore,ARI,@,COL,W,8,4,,42-83,5,38.5,Widener,Gray,,3:50,D,24552,.00,+,,ARI,2021
126,2021-08-23,boxscore,ARI,@,PIT,L,5,6,,42-84,5,39.0,Banda,Ramirez,Bednar,3:40,N,8596,.00,-,,ARI,2021
127,2021-08-24,boxscore,ARI,@,PIT,L,2,4,,42-85,5,40.0,Brubaker,Bumgarner,Stratton,2:46,N,8478,.00,--,,ARI,2021
128,2021-08-25,boxscore,ARI,@,PIT,W,5,2,,43-85,5,40.0,de Geus,Banda,Clippard,3:18,N,8357,.00,+,,ARI,2021
129,2021-08-26,boxscore,ARI,@,PHI,W,8,7,,44-85,5,40.0,Gallen,Moore,Ramirez,3:54,N,20148,.00,++,,ARI,2021
130,2021-08-27,boxscore,ARI,@,PHI,L,6,7,11,44-86,5,40.0,De Los Santos,Clarke,,4:12,N,23181,.00,-,,ARI,2021
131,2021-08-28,boxscore,ARI,@,PHI,L,0,7,,44-87,5,41.0,Gibson,MejÃ­a,,2:57,N,24692,.00,--,,ARI,2021
132,2021-08-29,boxscore,ARI,@,PHI,L,4,7,,44-88,5,41.0,SuÃ¡rez,Bumgarner,Kennedy,3:25,D,22237,.00,---,,ARI,2021
133,2021-08-30,boxscore,ARI,,SDP,L,5,7,,44-89,5,41.0,Stammen,Gilbert,Melancon,3:35,N,8482,.00,----,,ARI,2021
134,2021-08-31,boxscore,ARI,,SDP,L,0,3,,44-90,5,41.0,Snell,Gallen,Melancon,3:05,N,10818,.00,-----,,ARI,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,ARI,2021
135,2021-09-01,boxscore,ARI,,SDP,W,8,3,,45-90,5,40.5,Weaver,Darvish,,3:16,D,5945,.00,+,,ARI,2021
136,2021-09-03,boxscore,ARI,,SEA,L,5,6,10,45-91,5,41.5,Sheffield,Clarke,RamÃ­rez,3:31,N,12729,.00,-,,ARI,2021
137,2021-09-04,boxscore,ARI,,SEA,L,5,8,,45-92,5,41.5,Gonzales,Smith,Castillo,3:10,N,18819,.00,--,,ARI,2021
138,2021-09-05,boxscore,ARI,,SEA,L,4,10,11,45-93,5,42.5,RamÃ­rez,Clarke,,3:49,D,14408,.00,---,,ARI,2021
139,2021-09-07,boxscore,ARI,,TEX,L,1,3,,45-94,5,44.0,Lyles,Gallen,,2:47,N,8758,.00,----,,ARI,2021
140,2021-09-08,boxscore,ARI,,TEX,L,5,8,,45-95,5,45.0,Cotton,Weaver,Barlow,3:35,D,6354,.00,-----,,ARI,2021
141,2021-09-10,boxscore,ARI,@,SEA,L,4,5,,45-96,5,46.0,Gonzales,Bumgarner,Steckenrider,2:38,N,14379,.00,------,,ARI,2021
142,2021-09-11,boxscore,ARI,@,SEA,W,7,3,,46-96,5,46.0,Castellanos,Flexen,,2:57,N,15483,.00,+,,ARI,2021
143,2021-09-12,boxscore,ARI,@,SEA,W,5,4,,47-96,5,46.0,Gilbert,Misiewicz,Wendelken,3:03,D,13551,.00,++,,ARI,2021
144,2021-09-13,boxscore,ARI,@,LAD,L,1,5,,47-97,5,47.0,Bickford,Gallen,,3:15,N,43273,.00,-,,ARI,2021
145,2021-09-14,boxscore,ARI,@,LAD,L,4,8,,47-98,5,48.0,Gonsolin,Weaver,,3:14,N,44630,.00,--,,ARI,2021
146,2021-09-15,boxscore,ARI,@,LAD,L,3,5,,47-99,5,48.0,UrÃ­as,Kelly,Jansen,3:26,N,46520,.00,---,,ARI,2021
147,2021-09-17,boxscore,ARI,@,HOU,L,3,4,10,47-100,5,48.5,Stanek,Clippard,,3:40,N,22595,.00,----,,ARI,2021
148,2021-09-18,boxscore,ARI,@,HOU,W,6,4,10,48-100,5,48.5,Wendelken,GarcÃ­a,Clippard,3:44,N,25314,.00,+,,ARI,2021
149,2021-09-19,boxscore,ARI,@,HOU,L,6,7,,48-101,5,48.5,Solomon,Sittinger,Pressly,3:17,D,23888,.00,-,,ARI,2021
150,2021-09-20,boxscore,ARI,,ATL,L,4,11,,48-102,5,49.0,Webb,MejÃ­a,,3:29,N,9642,.00,--,,ARI,2021
151,2021-09-21,boxscore,ARI,,ATL,L,1,6,,48-103,5,50.0,Smyly,Weaver,,3:07,N,8879,.00,---,,ARI,2021
152,2021-09-22,boxscore,ARI,,ATL,L,2,9,,48-104,5,51.0,Anderson,Kelly,,3:00,N,10631,.00,----,,ARI,2021
153,2021-09-23,boxscore,ARI,,ATL,W,6,4,,49-104,5,50.0,Poppen,Webb,Wendelken,2:56,D,6880,.00,+,,ARI,2021
154,2021-09-24,boxscore,ARI,,LAD,L,2,4,,49-105,5,51.0,Gonsolin,Castellanos,Jansen,2:59,N,19001,.00,-,,ARI,2021
155,2021-09-25,boxscore,ARI,,LAD,W,7,2,,50-105,5,51.0,Gallen,Kershaw,,3:07,N,28026,.00,+,,ARI,2021
156,2021-09-26,boxscore,ARI,,LAD,L,0,3,,50-106,5,52.0,UrÃ­as,MejÃ­a,Jansen,3:28,D,16648,.00,-,,ARI,2021
157,2021-09-28,boxscore,ARI,@,SFG,L,4,6,,50-107,5,53.0,Ãlvarez,Poppen,Doval,3:42,N,28122,.00,--,,ARI,2021
158,2021-09-29,boxscore,ARI,@,SFG,L,0,1,,50-108,5,54.0,Leone,Ramirez,Doval,2:52,N,23110,.00,---,,ARI,2021
159,2021-09-30,boxscore,ARI,@,SFG,L,4,5,,50-109,5,55.0,Rogers,Mantiply,,3:28,N,27503,.00,----,,ARI,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,ARI,2021
160,2021-10-01,boxscore,ARI,,COL,L,7,9,,50-110,5,56.0,Gilbreath,Wendelken,EstÃ©vez,3:22,N,15189,.00,-----,,ARI,2021
161,2021-10-02,boxscore,ARI,,COL,W,11,2,,51-110,5,55.0,Gallen,Senzatela,,3:17,N,19418,.00,+,,ARI,2021
162,2021-10-03,boxscore,ARI,,COL,W,5,4,,52-110,5,55.0,Wendelken,EstÃ©vez,,3:21,D,12565,.00,++,,ARI,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,ARI,2021
1,2022-04-07,boxscore,ARI,,SDP,W,4,2,,1-0,1,up 0.5,Mantiply,Suarez,,3:18,N,35508,.98,+,,ARI,2022
2,2022-04-08,boxscore,ARI,,SDP,L,0,3,,1-1,3,0.5,Manaea,PÃ©rez,Rogers,2:44,N,17297,1.06,-,,ARI,2022
3,2022-04-09,boxscore,ARI,,SDP,L,2,5,,1-2,5,1.0,Wilson,Kennedy,Rogers,2:52,N,19504,.96,--,,ARI,2022
4,2022-04-10,boxscore,ARI,,SDP,L,5,10,,1-3,5,2.0,Adams,Smith,,3:15,D,19089,.93,---,,ARI,2022
5,2022-04-12,boxscore,ARI,,HOU,L,1,2,,1-4,5,3.0,Neris,Melancon,Pressly,3:20,N,17674,.78,----,,ARI,2022
6,2022-04-13,boxscore,ARI,,HOU,W,3,2,10,2-4,5,2.5,PÃ©rez,Pressly,,3:50,D,12660,.75,+,,ARI,2022
7,2022-04-15,boxscore,ARI,@,NYM,L,3,10,,2-5,5,3.0,Bassitt,Davies,,3:24,D,43820,.79,-,,ARI,2022
8,2022-04-16,boxscore,ARI,@,NYM,W,3,2,,3-5,5,3.0,Poppen,RodrÃ­guez,Melancon,3:12,D,37935,.77,+,,ARI,2022
9,2022-04-17,boxscore,ARI,@,NYM,L,0,5,,3-6,5,4.0,Shreve,Ramirez,,2:59,D,24515,.80,-,,ARI,2022
10,,boxscore,ARI,@,WSN,L,1,6,,3-7,5,5.0,Gray,Bumgarner,,3:08,D,9261,.75,--,2022-04-18 (Rain),ARI,2022
11,,boxscore,ARI,@,WSN,L,0,1,,3-8,5,5.0,Adon,Gilbert,Rainey,2:31,N,11720,.72,---,,ARI,2022
12,2022-04-20,boxscore,ARI,@,WSN,W,11,2,,4-8,5,5.0,Kelly,Fedde,,3:12,N,15774,.68,+,,ARI,2022
13,2022-04-21,boxscore,ARI,@,WSN,W,4,3,,5-8,5,4.5,Davies,Rogers,Melancon,3:00,D,14424,.73,++,,ARI,2022
14,2022-04-22,boxscore,ARI,,NYM,L,5,6,10,5-9,5,5.5,DÃ­az,Melancon,Lugo,3:29,N,20939,.79,-,,ARI,2022
15,2022-04-23,boxscore,ARI,,NYM,W,5,2,,6-9,5,4.5,Castellanos,Williams,Mantiply,3:19,N,25413,.69,+,,ARI,2022
16,2022-04-24,boxscore,ARI,,NYM,L,2,6,,6-10,5,5.5,Megill,Wendelken,,2:56,D,23570,.74,-,,ARI,2022
17,2022-04-25,boxscore,ARI,,LAD,L,0,4,,6-11,5,6.5,Buehler,Kelly,,2:33,N,17750,.71,--,,ARI,2022
18,2022-04-26,boxscore,ARI,,LAD,W,5,3,,7-11,5,6.0,Kennedy,Graterol,Melancon,2:53,N,18063,.67,+,,ARI,2022
19,2022-04-27,boxscore,ARI,,LAD,W,3,1,,8-11,5,5.0,Kennedy,Hudson,Melancon,2:36,D,15138,.70,++,,ARI,2022
20,2022-04-28,boxscore,ARI,@,STL,L,3,8,,8-12,5,5.5,Hudson,Castellanos,,3:01,N,33464,.75,-,,ARI,2022
21,2022-04-29,boxscore,ARI,@,STL,W,6,2,,9-12,5,5.0,Bumgarner,Wainwright,,3:24,N,40753,.68,+,,ARI,2022
22,2022-04-30,boxscore,ARI,@,STL,W,2,0,,10-12,5,4.5,Kelly,Mikolas,Kennedy,2:38,D,40144,.71,++,,ARI,2022
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,ARI,2022
23,2022-05-01,boxscore,ARI,@,STL,L,5,7,,10-13,5,5.0,Whitley,Middleton,Helsley,3:14,D,45123,.74,-,,ARI,2022
24,2022-05-02,boxscore,ARI,@,MIA,W,5,4,,11-13,5,4.5,Gallen,LÃ³pez,Kennedy,3:27,N,6224,.70,+,,ARI,2022
25,2022-05-03,boxscore,ARI,@,MIA,W,5,4,,12-13,5,4.5,Castellanos,Rogers,Mantiply,3:24,N,6263,.76,++,,ARI,2022
26,2022-05-04,boxscore,ARI,@,MIA,W,8,7,,13-13,5,4.5,Middleton,Bender,Kennedy,3:25,D,7356,.85,+++,,ARI,2022
27,2022-05-06,boxscore,ARI,,COL,W,4,1,,14-13,5,4.0,Kelly,EstÃ©vez,Melancon,2:47,N,18551,.90,++++,,ARI,2022
28,2022-05-07,boxscore,ARI,,COL,L,1,4,,14-14,5,5.5,ColomÃ©,Melancon,Bard,3:19,N,24133,.99,-,,ARI,2022
29,2022-05-08,boxscore,ARI,,COL,W,4,0,,15-14,5,5.5,Gallen,MÃ¡rquez,,2:44,D,19323,.88,+,,ARI,2022
30,2022-05-09,boxscore,ARI,,MIA,W,4,3,,16-14,5,4.5,Nelson,HernÃ¡ndez,Melancon,2:50,N,11571,.86,++,,ARI,2022
31,2022-05-10,boxscore,ARI,,MIA,W,9,3,,17-14,4,4.5,Bumgarner,Luzardo,,3:17,N,8855,.94,+++,,ARI,2022
32,2022-05-11,boxscore,ARI,,MIA,L,3,11,,17-15,4,4.5,Bass,Melancon,,2:58,D,9058,.94,-,,ARI,2022
33,2022-05-13,boxscore,ARI,,CHC,W,4,3,,18-15,4,3.0,Davies,Smyly,Melancon,2:56,N,21765,.94,+,,ARI,2022
34,2022-05-14,boxscore,ARI,,CHC,L,2,4,,18-16,4,3.0,Givens,Melancon,Wick,3:22,N,25169,.94,-,,ARI,2022
35,2022-05-15,boxscore,ARI,,CHC,L,2,3,,18-17,4,4.0,Effross,Kennedy,Wick,3:05,D,23309,.92,--,,ARI,2022
36,2022-05-16,boxscore,ARI,@,LAD,L,4,5,,18-18,4,5.0,Gonsolin,Bumgarner,Kimbrel,2:56,N,42650,.97,---,,ARI,2022
37,,boxscore,ARI,@,LAD,L,6,7,,18-19,4,7.0,White,Gilbert,Kimbrel,3:10,D,42089,.92,----,,ARI,2022
38,,boxscore,ARI,@,LAD,L,3,12,,18-20,4,7.0,Anderson,Kelly,,2:45,N,46850,.88,-----,,ARI,2022
39,2022-05-18,boxscore,ARI,@,LAD,L,3,5,,18-21,5,8.0,Buehler,Davies,Hudson,3:01,D,35643,.79,------,,ARI,2022
40,2022-05-19,boxscore,ARI,@,CHC,W,3,1,,19-21,5,7.5,Gallen,Stroman,Melancon,3:10,N,32631,.67,+,,ARI,2022
41,2022-05-20,boxscore,ARI,@,CHC,W,10,6,,20-21,4,7.5,Castellanos,Hendricks,,3:06,D,31235,.74,++,,ARI,2022
42,2022-05-21,boxscore,ARI,@,CHC,W,7,6,10,21-21,4,7.5,Kennedy,Wick,Melancon,3:42,D,32269,.76,+++,,ARI,2022
43,2022-05-22,boxscore,ARI,@,CHC,L,4,5,,21-22,4,7.5,Thompson,Kennedy,,2:43,D,32606,.81,-,,ARI,2022
44,2022-05-23,boxscore,ARI,,KCR,W,9,5,,22-22,4,7.5,Wendelken,Greinke,,3:36,N,14629,.75,+,,ARI,2022
45,2022-05-24,boxscore,ARI,,KCR,W,8,6,,23-22,4,7.5,Ramirez,Clarke,Melancon,3:09,N,12616,.75,++,,ARI,2022
46,2022-05-26,boxscore,ARI,,LAD,L,1,14,,23-23,4,8.0,Bruihl,Castellanos,,3:21,N,17057,.94,-,,ARI,2022
47,2022-05-27,boxscore,ARI,,LAD,L,4,6,,23-24,4,9.0,Graterol,Bumgarner,,3:11,N,24865,.84,--,,ARI,2022
48,2022-05-28,boxscore,ARI,,LAD,L,2,3,,23-25,4,10.0,Gonsolin,Kelly,Hudson,3:12,D,30819,.78,---,,ARI,2022
49,2022-05-29,boxscore,ARI,,LAD,L,1,3,,23-26,4,11.0,Anderson,Davies,Kimbrel,2:47,D,30482,.72,----,,ARI,2022
50,2022-05-30,boxscore,ARI,,ATL,W,6,2,,24-26,4,10.0,Gallen,Strider,,2:53,N,20735,.65,+,,ARI,2022
51,2022-05-31,boxscore,ARI,,ATL,W,8,7,10,25-26,4,9.0,Melancon,Stephens,,3:35,N,12686,.67,++,,ARI,2022
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,ARI,2022
52,2022-06-01,boxscore,ARI,,ATL,L,0,6,,25-27,4,9.0,Wright,Bumgarner,,2:59,D,12370,.75,-,,ARI,2022
53,2022-06-03,boxscore,ARI,@,PIT,W,8,6,,26-27,4,9.5,Kelly,Brubaker,Melancon,3:15,N,16444,.71,+,,ARI,2022
54,2022-06-04,boxscore,ARI,@,PIT,L,1,2,,26-28,4,9.5,Stratton,Melancon,,2:46,D,19149,.76,-,,ARI,2022
55,2022-06-05,boxscore,ARI,@,PIT,L,0,3,,26-29,4,9.5,Thompson,Gallen,Bednar,2:56,D,11796,.70,--,,ARI,2022
56,2022-06-06,boxscore,ARI,@,CIN,L,0,7,7,26-30,4,10.0,Greene,Bumgarner,,2:13,N,9485,.61,---,,ARI,2022
57,2022-06-07,boxscore,ARI,@,CIN,L,8,14,,26-31,4,10.0,Ashcraft,Gilbert,,3:12,N,11512,.56,----,,ARI,2022
58,2022-06-08,boxscore,ARI,@,CIN,W,7,0,,27-31,4,10.0,Kelly,Minor,,3:18,N,11957,.53,+,,ARI,2022
59,2022-06-09,boxscore,ARI,@,CIN,W,5,4,,28-31,4,10.0,Melancon,Santillan,Kennedy,3:29,D,13167,.57,++,,ARI,2022
60,2022-06-10,boxscore,ARI,@,PHI,L,5,7,,28-32,4,10.0,Gibson,Gallen,Knebel,3:24,N,37423,.66,-,,ARI,2022
61,2022-06-11,boxscore,ARI,@,PHI,L,0,4,,28-33,4,10.0,Wheeler,Bumgarner,,2:56,D,30820,.63,--,,ARI,2022
62,2022-06-12,boxscore,ARI,@,PHI,W,13,1,,29-33,4,9.0,Weaver,SuÃ¡rez,,3:50,D,41218,.56,+,,ARI,2022
63,2022-06-13,boxscore,ARI,,CIN,L,4,5,,29-34,4,9.5,Minor,Kelly,Strickland,3:20,N,13735,.55,-,,ARI,2022
64,2022-06-14,boxscore,ARI,,CIN,L,3,5,12,29-35,4,10.5,Cessa,Poppen,Kuhnel,3:41,N,15081,.46,--,,ARI,2022
65,2022-06-15,boxscore,ARI,,CIN,W,7,4,,30-35,4,10.5,Ramirez,Warren,,2:50,D,14917,.42,+,,ARI,2022
66,2022-06-17,boxscore,ARI,,MIN,W,7,2,,31-35,4,10.0,Bumgarner,Smeltzer,,2:40,N,26351,.43,++,,ARI,2022
67,2022-06-18,boxscore,ARI,,MIN,L,1,11,,31-36,4,10.5,Bundy,Weaver,,2:40,N,24338,.45,-,,ARI,2022
68,2022-06-19,boxscore,ARI,,MIN,W,7,1,,32-36,4,9.5,Kelly,Archer,,2:51,D,30690,.40,+,,ARI,2022
69,2022-06-20,boxscore,ARI,@,SDP,L,1,4,,32-37,4,10.0,Darvish,Davies,Rogers,2:36,N,35430,.54,-,,ARI,2022
70,2022-06-21,boxscore,ARI,@,SDP,L,2,3,11,32-38,4,11.0,Hill,Kennedy,,3:55,N,31528,.41,--,,ARI,2022
71,2022-06-22,boxscore,ARI,@,SDP,L,4,10,,32-39,4,12.0,MorejÃ³n,Bumgarner,Martinez,3:33,D,31024,.42,---,,ARI,2022
72,2022-06-24,boxscore,ARI,,DET,L,1,5,,32-40,4,13.5,GarcÃ­a,Kelly,,2:46,N,22064,.30,----,,ARI,2022
73,2022-06-25,boxscore,ARI,,DET,L,3,6,,32-41,4,13.5,Alexander,Mantiply,Soto,2:54,N,23129,.26,-----,,ARI,2022
74,2022-06-26,boxscore,ARI,,DET,W,11,7,,33-41,4,13.5,Wendelken,Vest,,3:36,D,22529,.22,+,,ARI,2022
75,2022-06-28,boxscore,ARI,,SDP,W,7,6,,34-41,4,12.0,Melancon,Rogers,,3:38,N,19904,.29,++,,ARI,2022
76,2022-06-29,boxscore,ARI,,SDP,L,0,4,,34-42,4,13.0,Clevinger,Bumgarner,Martinez,3:12,D,20109,.35,-,,ARI,2022
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,ARI,2022
77,2022-07-01,boxscore,ARI,@,COL,W,9,3,,35-42,4,13.5,Kelly,Senzatela,,2:42,N,47588,.27,+,,ARI,2022
78,2022-07-02,boxscore,ARI,@,COL,L,7,11,,35-43,4,14.5,Gomber,Keuchel,,2:47,N,48331,.29,-,,ARI,2022
79,2022-07-03,boxscore,ARI,@,COL,L,5,6,,35-44,4,14.5,Bird,Ramirez,Bard,3:09,D,33479,.29,--,,ARI,2022
80,2022-07-04,boxscore,ARI,,SFG,W,8,3,,36-44,4,14.5,Bumgarner,RodÃ³n,,3:13,D,27752,.24,+,,ARI,2022
81,2022-07-05,boxscore,ARI,,SFG,W,6,2,,37-44,4,14.5,Smith,Leone,,3:07,N,14467,.29,++,,ARI,2022
82,2022-07-06,boxscore,ARI,,SFG,L,5,7,,37-45,4,15.5,Brebbia,Mantiply,Long,3:23,N,13445,.31,-,,ARI,2022
83,2022-07-07,boxscore,ARI,,COL,L,3,4,,37-46,4,16.5,EstÃ©vez,Melancon,Bard,2:57,N,11727,.24,--,,ARI,2022
84,2022-07-08,boxscore,ARI,,COL,L,5,6,,37-47,4,17.5,Kuhl,Poppen,ColomÃ©,3:28,N,15524,.21,---,,ARI,2022
85,2022-07-09,boxscore,ARI,,COL,W,9,2,,38-47,4,17.5,Bumgarner,Freeland,,3:03,D,21819,.17,+,,ARI,2022
86,2022-07-10,boxscore,ARI,,COL,L,2,3,,38-48,4,18.5,MÃ¡rquez,Middleton,Bard,2:43,D,18126,.19,-,,ARI,2022
87,2022-07-11,boxscore,ARI,@,SFG,W,4,3,,39-48,4,18.0,Kelly,Cobb,Melancon,3:46,N,25325,.16,+,,ARI,2022
88,2022-07-12,boxscore,ARI,@,SFG,L,0,13,,39-49,4,18.0,Webb,Keuchel,,2:45,N,23353,.22,-,,ARI,2022
89,2022-07-13,boxscore,ARI,@,SFG,L,3,4,,39-50,5,19.0,Doval,Melancon,,3:05,D,27055,.18,--,,ARI,2022
90,2022-07-15,boxscore,ARI,@,SDP,L,3,5,,39-51,5,20.5,Darvish,Bumgarner,Rogers,3:04,N,41302,.16,---,,ARI,2022
91,2022-07-16,boxscore,ARI,@,SDP,L,3,4,,39-52,5,21.5,Manaea,Ramirez,Rogers,3:02,N,42384,.12,----,,ARI,2022
92,2022-07-17,boxscore,ARI,@,SDP,W,3,1,,40-52,5,21.0,Kelly,Clevinger,Melancon,3:20,D,36428,.08,+,,ARI,2022
93,2022-07-22,boxscore,ARI,,WSN,W,10,1,,41-52,5,21.5,Gallen,Corbin,,2:46,N,17819,.09,++,,ARI,2022
94,2022-07-23,boxscore,ARI,,WSN,W,7,2,,42-52,5,21.5,Bumgarner,SÃ¡nchez,,2:44,N,37802,.12,+++,,ARI,2022
95,2022-07-24,boxscore,ARI,,WSN,L,3,4,,42-53,5,22.5,Edwards,Mantiply,Finnegan,3:44,D,20278,.14,-,,ARI,2022
96,2022-07-25,boxscore,ARI,,SFG,W,7,0,,43-53,5,21.5,Kelly,Junis,,2:43,N,16100,.14,+,,ARI,2022
97,2022-07-26,boxscore,ARI,,SFG,W,7,3,,44-53,4,20.5,Kennedy,RodÃ³n,,3:10,N,16989,.18,++,,ARI,2022
98,2022-07-27,boxscore,ARI,,SFG,W,5,3,,45-53,4,20.5,Ramirez,Webb,Melancon,3:03,D,17043,.21,+++,,ARI,2022
99,2022-07-29,boxscore,ARI,@,ATL,L,2,5,,45-54,4,22.0,Wright,Bumgarner,Jansen,2:40,N,41536,.22,-,,ARI,2022
100,2022-07-30,boxscore,ARI,@,ATL,L,2,6,,45-55,4,22.0,Anderson,Martin,,2:51,N,41682,.16,--,,ARI,2022
101,2022-07-31,boxscore,ARI,@,ATL,L,0,1,,45-56,4,23.0,Jansen,Melancon,,2:52,D,39005,.11,---,,ARI,2022
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,ARI,2022
102,2022-08-01,boxscore,ARI,@,CLE,L,5,6,11,45-57,4,24.0,Hentges,Melancon,,3:42,N,13707,.09,----,,ARI,2022
103,2022-08-02,boxscore,ARI,@,CLE,W,6,3,,46-57,4,24.0,Gallen,McKenzie,Kennedy,2:50,N,14471,.06,+,,ARI,2022
104,2022-08-03,boxscore,ARI,@,CLE,L,4,7,,46-58,4,25.0,Bieber,Henry,,3:03,D,18642,.08,-,,ARI,2022
105,2022-08-05,boxscore,ARI,,COL,W,6,5,,47-58,4,25.5,Devenski,ColomÃ©,Kennedy,3:02,N,17720,.05,+,,ARI,2022
106,2022-08-06,boxscore,ARI,,COL,L,2,3,,47-59,4,26.5,EstÃ©vez,Kennedy,Bard,2:33,N,21146,.07,-,,ARI,2022
107,2022-08-07,boxscore,ARI,,COL,W,6,4,,48-59,4,26.5,Devenski,ColomÃ©,Melancon,3:17,D,20644,.04,+,,ARI,2022
108,2022-08-08,boxscore,ARI,,PIT,W,3,0,,49-59,4,26.0,Gallen,Banuelos,Kennedy,2:36,N,11275,.05,++,,ARI,2022
109,2022-08-09,boxscore,ARI,,PIT,W,6,4,,50-59,4,26.0,Henry,Thompson,Melancon,3:00,N,12901,.08,+++,,ARI,2022
110,2022-08-10,boxscore,ARI,,PIT,L,4,6,,50-60,4,27.0,Keller,Bumgarner,Stout,3:12,N,12714,.06,-,,ARI,2022
111,2022-08-11,boxscore,ARI,,PIT,W,9,3,,51-60,4,26.5,Ginkel,De Jong,,3:20,D,12725,.05,+,,ARI,2022
112,2022-08-12,boxscore,ARI,@,COL,L,3,5,,51-61,4,27.5,Lamet,Devenski,EstÃ©vez,2:33,N,32055,.06,-,,ARI,2022
113,2022-08-13,boxscore,ARI,@,COL,W,6,0,,52-61,4,27.5,Gallen,UreÃ±a,,2:47,N,35233,.04,+,,ARI,2022
114,2022-08-14,boxscore,ARI,@,COL,W,7,4,,53-61,4,26.5,Henry,Feltner,Kennedy,3:08,D,32442,.06,++,,ARI,2022
115,2022-08-15,boxscore,ARI,@,SFG,L,1,6,,53-62,4,27.5,Cobb,Bumgarner,,3:00,N,20694,.08,-,,ARI,2022
116,2022-08-16,boxscore,ARI,@,SFG,L,1,2,,53-63,4,27.5,Brebbia,Kennedy,,2:46,N,20897,.05,--,,ARI,2022
117,2022-08-17,boxscore,ARI,@,SFG,W,3,2,,54-63,4,27.5,Ramirez,Leone,Melancon,3:07,N,22649,.04,+,,ARI,2022
118,2022-08-18,boxscore,ARI,@,SFG,W,5,0,,55-63,4,26.5,Gallen,Webb,,2:55,D,26197,.05,++,,ARI,2022
119,2022-08-19,boxscore,ARI,,STL,L,1,5,,55-64,4,27.5,Mikolas,Henry,,2:52,N,32183,.06,-,,ARI,2022
120,2022-08-20,boxscore,ARI,,STL,L,7,16,,55-65,4,28.5,Cabrera,Bumgarner,,3:43,N,34248,.06,--,,ARI,2022
121,2022-08-21,boxscore,ARI,,STL,L,4,6,,55-66,4,29.5,Woodford,Mantiply,Gallegos,3:35,D,25064,.04,---,,ARI,2022
122,2022-08-23,boxscore,ARI,@,KCR,W,7,3,,56-66,4,29.0,Mantiply,Staumont,,3:29,N,12427,.02,+,,ARI,2022
123,2022-08-24,boxscore,ARI,@,KCR,L,3,5,,56-67,4,30.0,Singer,Ramirez,,2:59,N,10531,.03,-,,ARI,2022
124,2022-08-26,boxscore,ARI,@,CHW,W,7,2,,57-67,4,30.0,Henry,Cueto,,2:40,N,33054,.03,+,,ARI,2022
125,2022-08-27,boxscore,ARI,@,CHW,W,10,5,,58-67,4,29.0,Kelly,Martin,,3:32,N,25837,.03,++,,ARI,2022
126,2022-08-28,boxscore,ARI,@,CHW,W,3,2,,59-67,4,29.0,Ramirez,Graveman,Kennedy,2:50,D,29781,.03,+++,,ARI,2022
